"run","Overhead (Percent)"
"0","0.0716049330715372"
"1","0.0726281620044076"
"2","0.0710374588589727"
"3","0.0741799522885982"
"4","0.0724573726883177"
"5","0.0729937760590927"
"6","0.0734067842907397"
"7","0.0731020111875733"
"8","0.0715633566872292"
"9","0.0712221849738381"
"10","0.0731671064732037"
"11","0.0724573726883177"
"12","0.0723085895930926"
"13","0.0735711033001714"
"14","0.0729937760590927"
"15","0.0714182187876127"
"16","0.0713975328459426"
"17","0.0721392982046168"
"18","0.0729074184481353"
"19","0.0717195176229621"
"20","0.0724680234846374"
"21","0.0720023315318876"
"22","0.0729182019732139"
"23","0.0705798088346593"
"24","0.073363089779532"
"25","0.0719392914096533"
"26","0.0721815466924197"
"27","0.0703481684968487"
"28","0.0748216668066727"
"29","0.0718240040920743"
"30","0.0713665263921159"
"31","0.0727782644834467"
"32","0.0721287438091629"
"33","0.0742581658187855"
"34","0.0708333282447322"
"35","0.0735491516075525"
"36","0.073957390192215"
"37","0.0731562492093598"
"38","0.0731236967425321"
"39","0.0728320229847819"
"40","0.0731236967425321"
"41","0.071480348595016"
"42","0.0727031357688294"
"43","0.0738798086408056"
"44","0.073015397436656"
"45","0.0733740085299889"
"46","0.0720023315318876"
"47","0.0716882309373105"
"48","0.0717299525876653"
"49","0.0737913430780315"
"50","0.0733412620246012"
"51","0.071771722829253"
"52","0.0740907669003031"
"53","0.0721815466924197"
"54","0.0716986567991087"
"55","0.0739462971391708"
"56","0.0729721674828177"
"57","0.0710681799720211"
"58","0.0723085895930926"
"59","0.0716257393850255"
"60","0.0723510366634109"
"61","0.0723935335981253"
"62","0.0720023315318876"
"63","0.0733194472546515"
"64","0.0725106580003929"
"65","0.0715841388424467"
"66","0.071407874318665"
"67","0.0748671165628613"
"68","0.0732431976494431"
"69","0.0716049330715372"
"70","0.0736150460194829"
"71","0.0742805428446178"
"72","0.0737802997769904"
"73","0.0725533427113066"
"74","0.0718658839747898"
"75","0.0717612757087863"
"76","0.072542666822935"
"77","0.0722344269425328"
"78","0.0715841388424467"
"79","0.071181051748408"
"80","0.0731453951672555"
"81","0.0713871943681441"
"82","0.0726067693220347"
"83","0.0716049330715372"
"84","0.0714699861213405"
"85","0.0720970991446988"
"86","0.0728105100568225"
"87","0.0725960777060759"
"88","0.0704789084718436"
"89","0.0716986567991087"
"90","0.071771722829253"
"91","0.0727031357688294"
"92","0.0708435069087867"
"93","0.0727138589444057"
"94","0.0736150460194829"
"95","0.0725640217424182"
"96","0.0738576723702118"
"97","0.072499994669118"
"98","0.0722556007433973"
"99","0.0726388630736067"
"mean","0.0724654067757037"
"min","0.0703481684968487"
"max","0.0748671165628613"
"lower","0.072272128304476"
"upper","0.0726586852469313"
"error","0.000193278471227673"
